# Coordinates: chapter number (1-based) . paragraph index (0-based), in the pinned input.
# Chapters not listed map by identity (same chapter, same index, same text).
# merge-tail offset = UTF-16 code units to ADD to any character offset in the old tail paragraph
# (= UTF-16 length of the old head paragraph + 1 for the joining space). It differs per edition.
old_chapter	old_index	new_chapter	new_index	op	offset_shift_original_en	offset_shift_modern_en
25	43	25	43	keep	0	0
25	44	25	44	keep	0	0
25	45	25	45	keep	0	0
25	46	25	46	keep	0	0
25	47	25	47	keep	0	0
25	48	25	48	keep	0	0
25	49	25	49	keep	0	0
25	50	25	50	keep	0	0
25	51	25	51	keep	0	0
25	52	25	52	keep	0	0
25	53	25	53	keep	0	0
25	54	25	54	keep	0	0
25	55	25	55	keep	0	0
25	56	25	56	keep	0	0
25	57	25	57	keep	0	0
25	58	25	58	keep	0	0
25	59	25	59	keep	0	0
25	60	25	60	keep	0	0
25	61	25	61	keep	0	0
25	62	25	62	keep	0	0
25	63	25	63	keep	0	0
25	64	25	64	keep	0	0
25	65	25	65	keep	0	0
25	66	25	66	keep	0	0
25	67	25	67	keep	0	0
25	68	25	68	keep	0	0
25	69	25	69	keep	0	0
25	70	25	70	keep	0	0
25	71	25	71	keep	0	0
25	72	25	72	keep	0	0
25	73	25	73	keep	0	0
25	74	25	74	keep	0	0
25	75	25	75	keep	0	0
25	76	25	76	keep	0	0
25	77	25	77	keep	0	0
25	78	25	78	keep	0	0
25	79	25	79	keep	0	0
25	80	25	80	keep	0	0
25	81	25	81	keep	0	0
25	82	25	82	keep	0	0
25	83			delete		
25	84	25	83	renumber	0	0
25	85	25	84	renumber	0	0
25	86	25	85	renumber	0	0
25	87	25	86	renumber	0	0
25	88	25	87	renumber	0	0
25	89	25	88	renumber	0	0
25	90	25	89	renumber	0	0
25	91	25	90	renumber	0	0
25	92	25	91	renumber	0	0
25	93	25	92	renumber	0	0
25	94	25	93	renumber	0	0
25	95	25	94	renumber	0	0
25	96	25	95	renumber	0	0
25	97	25	96	renumber	0	0
25	98	25	97	renumber	0	0
25	99	25	98	renumber	0	0
25	100	25	99	renumber	0	0
25	101	25	100	renumber	0	0
25	102	25	101	renumber	0	0
25	103	25	102	renumber	0	0
25	104	25	103	renumber	0	0
25	105	25	104	renumber	0	0
25	106	25	105	renumber	0	0
25	107	25	106	renumber	0	0
25	108	25	107	renumber	0	0
25	109	25	108	renumber	0	0
28	0	28	0	keep	0	0
28	1	28	1	keep	0	0
28	2	28	2	keep	0	0
28	3	28	3	keep	0	0
28	4	28	4	keep	0	0
28	5	28	5	keep	0	0
28	6			delete		
28	7	28	6	renumber	0	0
28	8	28	7	renumber	0	0
28	9	28	8	renumber	0	0
28	10	28	9	renumber	0	0
28	11	28	10	renumber	0	0
28	12	28	11	renumber	0	0
28	13	28	12	renumber	0	0
28	14	28	13	renumber	0	0
28	15	28	14	renumber	0	0
28	16	28	15	renumber	0	0
28	17	28	16	renumber	0	0
28	18	28	17	renumber	0	0
28	19	28	18	renumber	0	0
28	20	28	19	renumber	0	0
28	21	28	20	renumber	0	0
28	22	28	21	renumber	0	0
28	23	28	22	renumber	0	0
28	24	28	23	renumber	0	0
28	25	28	24	renumber	0	0
28	26	28	25	renumber	0	0
28	27	28	26	renumber	0	0
28	28	28	27	renumber	0	0
28	29	28	28	renumber	0	0
28	30	28	29	renumber	0	0
28	31	28	30	renumber	0	0
28	32	28	31	renumber	0	0
28	33	28	32	renumber	0	0
28	34	28	33	renumber	0	0
28	35	28	34	renumber	0	0
28	36	28	35	renumber	0	0
28	37	28	36	renumber	0	0
28	38	28	37	renumber	0	0
28	39	28	38	renumber	0	0
28	40	28	39	renumber	0	0
28	41	28	40	renumber	0	0
28	42	28	41	renumber	0	0
28	43	28	42	renumber	0	0
28	44	28	43	renumber	0	0
28	45	28	44	renumber	0	0
28	46	28	45	renumber	0	0
28	47	28	46	renumber	0	0
28	48	28	47	renumber	0	0
28	49	28	48	renumber	0	0
28	50	28	49	renumber	0	0
28	51			delete		
28	52	28	50	renumber	0	0
28	53	28	51	renumber	0	0
28	54	28	52	renumber	0	0
28	55	28	53	renumber	0	0
28	56	28	54	renumber	0	0
28	57	28	55	renumber	0	0
28	58	28	56	renumber	0	0
28	59	28	57	renumber	0	0
28	60	28	58	renumber	0	0
28	61	28	59	renumber	0	0
28	62	28	60	renumber	0	0
28	63	28	61	renumber	0	0
28	64	28	62	renumber	0	0
28	65	28	63	renumber	0	0
28	66	28	64	renumber	0	0
28	67	28	65	renumber	0	0
28	68	28	66	renumber	0	0
28	69	28	67	renumber	0	0
28	70	28	68	renumber	0	0
28	71	28	69	renumber	0	0
28	72	28	70	renumber	0	0
28	73	28	71	renumber	0	0
28	74	28	72	renumber	0	0
28	75	28	73	renumber	0	0
28	76	28	74	renumber	0	0
28	77	28	75	renumber	0	0
28	78	28	76	renumber	0	0
28	79	28	77	renumber	0	0
28	80	28	78	renumber	0	0
28	81	28	79	renumber	0	0
28	82	28	80	renumber	0	0
28	83	28	81	renumber	0	0
28	84	28	82	renumber	0	0
28	85	28	83	renumber	0	0
28	86	28	84	renumber	0	0
28	87	28	85	renumber	0	0
28	88	28	86	renumber	0	0
28	89	28	87	renumber	0	0
28	90	28	88	renumber	0	0
28	91	28	89	renumber	0	0
28	92	28	90	renumber	0	0
28	93	28	91	renumber	0	0
28	94	28	92	renumber	0	0
28	95	28	93	renumber	0	0
28	96	28	94	renumber	0	0
28	97	28	95	renumber	0	0
28	98	28	96	renumber	0	0
28	99	28	97	renumber	0	0
28	100	28	98	renumber	0	0
28	101	28	99	renumber	0	0
28	102	28	100	renumber	0	0
28	103	28	101	renumber	0	0
28	104	28	102	renumber	0	0
28	105	28	103	renumber	0	0
28	106	28	104	renumber	0	0
28	107	28	105	renumber	0	0
28	108	28	106	renumber	0	0
28	109	28	107	renumber	0	0
28	110	28	108	renumber	0	0
28	111	28	109	renumber	0	0
28	112	28	110	renumber	0	0
28	113	28	111	renumber	0	0
28	114	28	112	renumber	0	0
28	115	28	113	renumber	0	0
28	116	28	114	renumber	0	0
28	117			delete		
28	118	28	115	renumber	0	0
28	119	28	116	renumber	0	0
28	120	28	117	renumber	0	0
28	121	28	118	renumber	0	0
28	122	28	119	renumber	0	0
28	123	28	120	renumber	0	0
28	124	28	121	renumber	0	0
28	125	28	122	renumber	0	0
28	126	28	123	renumber	0	0
28	127	28	124	renumber	0	0
28	128	28	125	renumber	0	0
28	129	28	126	renumber	0	0
28	130	28	127	renumber	0	0
28	131	28	128	renumber	0	0
28	132	28	129	renumber	0	0
28	133	28	130	renumber	0	0
28	134	28	131	renumber	0	0
28	135	28	132	renumber	0	0
28	136	28	133	renumber	0	0
28	137	28	134	renumber	0	0
28	138	28	135	renumber	0	0
28	139	28	136	renumber	0	0
28	140	28	137	renumber	0	0
28	141	28	138	renumber	0	0
28	142	28	139	renumber	0	0
28	143	28	140	renumber	0	0
28	144	28	141	renumber	0	0
28	145	28	142	renumber	0	0
28	146	28	143	renumber	0	0
33	0	33	0	keep	0	0
33	1	33	1	keep	0	0
33	2	33	2	keep	0	0
33	3	33	3	keep	0	0
33	4	33	4	keep	0	0
33	5	33	5	keep	0	0
33	6	33	6	keep	0	0
33	7	33	7	keep	0	0
33	8	33	8	keep	0	0
33	9	33	9	keep	0	0
33	10	33	10	keep	0	0
33	11	33	11	keep	0	0
33	12	33	12	keep	0	0
33	13	33	13	keep	0	0
33	14	33	14	keep	0	0
33	15	33	15	keep	0	0
33	16	33	16	keep	0	0
33	17	33	17	keep	0	0
33	18	33	18	keep	0	0
33	19	33	19	keep	0	0
33	20	33	20	keep	0	0
33	21	33	21	keep	0	0
33	22	33	22	keep	0	0
33	23	33	23	keep	0	0
33	24	33	24	keep	0	0
33	25	33	25	keep	0	0
33	26	33	26	keep	0	0
33	27	33	27	keep	0	0
33	28	33	28	keep	0	0
33	29	33	29	keep	0	0
33	30	33	30	keep	0	0
33	31	33	31	keep	0	0
33	32	33	32	keep	0	0
33	33	33	33	keep	0	0
33	34	33	34	keep	0	0
33	35	33	35	keep	0	0
33	36	33	36	keep	0	0
33	37	33	37	keep	0	0
33	38	33	38	keep	0	0
33	39	33	39	keep	0	0
33	40	33	40	keep	0	0
33	41	33	41	keep	0	0
33	42	33	42	keep	0	0
33	43	33	43	keep	0	0
33	44	33	44	keep	0	0
33	45	33	45	keep	0	0
33	46	33	46	keep	0	0
33	47	33	47	keep	0	0
33	48	33	48	keep	0	0
33	49	33	49	keep	0	0
33	50	33	50	keep	0	0
33	51	33	51	keep	0	0
33	52	33	52	keep	0	0
33	53	33	53	keep	0	0
33	54	33	54	keep	0	0
33	55	33	55	keep	0	0
33	56	33	56	keep	0	0
33	57	33	57	keep	0	0
33	58	33	58	keep	0	0
33	59	33	59	keep	0	0
33	60	33	60	keep	0	0
33	61	33	61	keep	0	0
33	62	33	62	keep	0	0
33	63	33	63	keep	0	0
33	64	33	64	keep	0	0
33	65	33	65	keep	0	0
33	66	33	66	keep	0	0
33	67	33	67	keep	0	0
33	68	33	68	keep	0	0
33	69	33	69	keep	0	0
33	70	33	70	keep	0	0
33	71	33	71	keep	0	0
33	72	33	72	keep	0	0
33	73	33	73	keep	0	0
33	74	33	74	keep	0	0
33	75	33	75	keep	0	0
33	76	33	76	keep	0	0
33	77	33	77	keep	0	0
